record_id,date,Nama Gedung,Lantai,Hasil Ukur Suhu (Celsius)_mean,Hasil Ukur Suhu (Celsius)_max,Hasil Ukur Suhu (Celsius)_min,Hasil Ukur Suhu (Celsius)_std,Hasil Ukur Suhu (Celsius)_count,level,system_type,meter_id,building,category,description,source_file,file_path,processed_ts
26,2024-01-02,WITEL,8,29.0,31,27,1.58,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
27,2024-01-03,OPMC,2,30.0,32,27,2.16,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
28,2024-01-03,OPMC,3,30.67,32,30,1.15,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
29,2024-01-03,OPMC,5,26.0,31,23,2.98,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
30,2024-01-03,OPMC,6,28.83,31,25,1.9,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
31,2024-01-03,STO,1,27.91,32,21,2.9,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
32,2024-01-03,WITEL,1,29.0,33,26,2.04,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
33,2024-01-03,WITEL,2,25.75,29,22,2.6,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
34,2024-01-03,WITEL,3,25.43,30,19,3.46,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
35,2024-01-03,WITEL,4,25.6,28,22,2.3,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
36,2024-01-03,WITEL,5,27.7,31,21,3.68,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
37,2024-01-03,WITEL,6,29.2,32,26,1.93,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
38,2024-01-03,WITEL,7,27.93,31,22,2.87,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
39,2024-01-03,WITEL,8,30.0,31,28,1.22,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
40,2024-01-04,OPMC,2,28.0,29,27,0.82,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
41,2024-01-04,OPMC,3,28.67,30,27,1.53,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
42,2024-01-04,OPMC,5,25.75,30,21,3.24,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
43,2024-01-04,OPMC,6,28.42,32,25,2.07,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
44,2024-01-04,STO,1,27.79,32,20,3.11,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
45,2024-01-04,WITEL,1,28.75,31,26,1.71,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
46,2024-01-04,WITEL,2,26.12,30,23,2.3,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
47,2024-01-04,WITEL,3,24.86,29,20,3.44,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
48,2024-01-04,WITEL,4,27.6,31,25,2.79,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
49,2024-01-04,WITEL,5,26.7,32,19,4.19,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
50,2024-01-04,WITEL,6,28.8,32,25,2.25,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
51,2024-01-04,WITEL,7,27.6,30,24,2.1,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
52,2024-01-04,WITEL,8,28.6,32,26,2.19,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
53,2024-01-05,OPMC,2,29.0,31,28,1.41,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
54,2024-01-05,OPMC,3,28.67,30,27,1.53,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
55,2024-01-05,OPMC,5,25.62,31,19,4.37,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
56,2024-01-05,OPMC,6,28.33,32,24,2.19,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
57,2024-01-05,STO,1,27.87,32,20,2.79,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
58,2024-01-05,WITEL,1,29.5,32,26,1.93,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
59,2024-01-05,WITEL,2,25.12,32,19,4.29,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
60,2024-01-05,WITEL,3,26.43,32,20,3.99,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
61,2024-01-05,WITEL,4,26.2,31,21,3.83,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
62,2024-01-05,WITEL,5,27.8,31,24,2.39,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
63,2024-01-05,WITEL,6,27.6,31,23,2.55,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
64,2024-01-05,WITEL,7,27.53,31,23,2.75,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
65,2024-01-05,WITEL,8,30.6,31,30,0.55,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
66,2024-01-06,OPMC,2,29.5,32,28,1.73,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
67,2024-01-06,OPMC,3,27.0,28,26,1.0,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
68,2024-01-06,OPMC,5,25.62,32,20,4.81,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
69,2024-01-06,OPMC,6,29.5,32,25,1.98,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
70,2024-01-06,STO,1,28.0,32,22,2.59,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
71,2024-01-06,WITEL,1,29.17,31,28,1.19,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
72,2024-01-06,WITEL,2,26.0,31,21,3.66,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
73,2024-01-06,WITEL,3,25.86,31,22,2.97,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
74,2024-01-06,WITEL,4,26.6,32,20,4.93,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
75,2024-01-06,WITEL,5,26.9,32,21,3.84,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
76,2024-01-06,WITEL,6,27.7,30,25,1.64,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
77,2024-01-06,WITEL,7,27.8,32,24,2.62,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
78,2024-01-06,WITEL,8,28.4,32,26,2.3,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
79,2024-01-07,OPMC,2,30.0,32,28,1.63,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
80,2024-01-07,OPMC,3,29.0,31,28,1.73,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
81,2024-01-07,OPMC,5,25.88,31,20,4.39,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
82,2024-01-07,OPMC,6,29.33,32,25,2.06,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
83,2024-01-07,STO,1,28.11,32,21,2.98,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
84,2024-01-07,WITEL,1,29.92,32,27,1.73,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
85,2024-01-07,WITEL,2,25.25,28,23,1.75,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
86,2024-01-07,WITEL,3,25.57,30,21,3.41,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
87,2024-01-07,WITEL,4,27.0,28,25,1.41,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
88,2024-01-07,WITEL,5,27.6,32,21,3.81,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
89,2024-01-07,WITEL,6,28.5,31,24,2.64,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
90,2024-01-07,WITEL,7,27.67,32,23,3.22,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
91,2024-01-07,WITEL,8,29.0,32,26,2.45,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
92,2024-01-08,OPMC,2,30.5,32,27,2.38,4,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
93,2024-01-08,OPMC,3,29.67,32,28,2.08,3,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
94,2024-01-08,OPMC,5,26.38,31,20,3.54,8,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
95,2024-01-08,OPMC,6,28.67,32,25,1.92,12,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
96,2024-01-08,STO,1,28.26,32,20,2.54,47,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
97,2024-01-08,WITEL,1,29.25,32,26,1.66,12,L1,TEMP_SENSOR,251401101,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
98,2024-01-08,WITEL,2,25.25,29,22,3.01,8,L2,TEMP_SENSOR,251401102,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
99,2024-01-08,WITEL,3,26.86,31,24,2.73,7,L3,TEMP_SENSOR,251401103,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
100,2024-01-08,WITEL,4,27.2,30,21,3.83,5,L4,TEMP_SENSOR,251401104,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
101,2024-01-08,WITEL,5,27.0,29,23,1.89,10,L5,TEMP_SENSOR,251401105,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
102,2024-01-08,WITEL,6,28.0,31,23,2.71,10,L6,TEMP_SENSOR,251401106,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
103,2024-01-08,WITEL,7,27.73,31,24,2.25,15,L7,TEMP_SENSOR,251401107,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
104,2024-01-08,WITEL,8,29.6,31,28,1.14,5,L8,TEMP_SENSOR,251401108,OPMC,TEMPERATURE,OPMC TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:19
