Timestamp,Nama Gedung,Lantai,Ruangan,Hasil Ukur Suhu (Celsius),Hasil Ukur Lumens (lx)
2024-01-01,WITEL,6,R. Meeting Internal,26,233
2024-01-01,WITEL,6,R. Pantry,29,322
2024-01-01,WITEL,7,Koridor Agree,29,150
2024-01-01,WITEL,7,Kamar mandi pria,30,174
2024-01-01,WITEL,7,Dapur,29,239
2024-01-01,WITEL,7,Lobby,27,233
2024-01-01,WITEL,7,Ruang Meeting 1,22,416
2024-01-01,WITEL,7,Ruang Meeting 2,22,342
2024-01-01,WITEL,7,Pantry,29,245
2024-01-01,WITEL,7,Ruang Nursery,28,251
2024-01-01,WITEL,7,Kamar mandi wanita,28,147
2024-01-01,WITEL,7,Working Space,31,168
2024-01-01,WITEL,7,Ruang SL,31,214
2024-01-01,WITEL,7,Ruang deputi,27,158
2024-01-01,WITEL,7,Ruang SL Agree,31,211
2024-01-01,WITEL,7,Ruang meeting 3,23,488
2024-01-01,WITEL,7,Ruang meeting 4,26,483
2024-01-01,WITEL,8,AULA,27,172
2024-01-01,WITEL,8,Operator,30,62
2024-01-01,WITEL,8,Fitness,30,67
2024-01-01,WITEL,8,Toilet perempuan,29,247
2024-01-01,WITEL,8,Toilet Pria,28,210
2024-01-01,OPMC,2,Ruang Warroom,28,264
2024-01-01,OPMC,2,Ruang Fosikatel,31,238
2024-01-01,OPMC,2,Ruang Bussiness Service,27,150
2024-01-01,OPMC,2,Ruang WAN,27,284
2024-01-01,OPMC,3,Masjid,31,256
2024-01-01,OPMC,3,Tempat Wudhu Pria,29,206
2024-01-01,OPMC,3,Tempat Wudhu Wanita,28,217
2024-01-01,OPMC,5,Mushola,26,197
2024-01-01,OPMC,5,Working Space,32,332
2024-01-01,OPMC,5,Pantry Optima,28,245
2024-01-01,OPMC,5,Ruang Evakuasi,29,340
2024-01-01,OPMC,5,R. Manager Damam,25,212
2024-01-01,OPMC,5,Rapat Damam,25,264
2024-01-01,OPMC,5,Ruang Manager 1,23,404
2024-01-01,OPMC,5,Ruang Manager 2,23,186
2024-01-01,OPMC,6,Koridor DOA,30,116
2024-01-01,OPMC,6,Ruang Meeting luar,26,474
2024-01-01,OPMC,6,Ruang Health,30,151
2024-01-01,OPMC,6,Ruang Agriculture,31,299
2024-01-01,OPMC,6,Ruang Education,32,202
2024-01-01,OPMC,6,Ruang IoT,31,250
2024-01-01,OPMC,6,Pantry,29,317
2024-01-01,OPMC,6,Working Space,28,127
2024-01-01,OPMC,6,Ruang Big data dan AI,26,197
2024-01-01,OPMC,6,Ruang DCC,28,171
2024-01-01,OPMC,6,Koridor luar,26,168
2024-01-01,OPMC,6,Ruang SL,27,231
2024-01-01,STO,1,Ruang RIM 1,27,183
2024-01-01,STO,1,Ruang RIM 2,26,210
2024-01-01,STO,1,Ruang Staf Optik,30,293
2024-01-01,STO,1,Ruang ME,29,194
2024-01-01,STO,1,Ruang CME,28,146
2024-01-01,STO,1,Ruang Manager CME,19,424
2024-01-01,STO,1,Ruang FTM,30,149
2024-01-01,STO,1,Ruang Toilet,28,140
2024-01-01,STO,1,Ruang Maintenance,30,210
2024-01-01,STO,1,Ruang Istirahat Maintenance,32,253
2024-01-01,STO,1,"Ruang Toilet Lk=A, Pr=B",29,147
2024-01-01,STO,1,Ruang CCAN,22,291
2024-01-01,STO,1,Ruang Istirahat CCAN,27,63
2024-01-01,STO,1,Ruang Workshop,31,238
2024-01-01,STO,1,Ruang Manager,20,270
2024-01-01,STO,1,Ruang Hero,27,177
2024-01-01,STO,1,Ruang Istirahat Hero,30,182
2024-01-01,STO,1,Ruang Kopektel,28,225
2024-01-01,STO,1,Ruang Workspace,31,198
2024-01-01,STO,1,Ruang Pantry,27,249
2024-01-01,STO,1,Ruang Lobby DBT,26,396
2024-01-01,STO,1,Ruang Workshop 1,28,224
2024-01-01,STO,1,Ruang Workshop 2,29,277
2024-01-01,STO,1,Ruang Gudang,32,251
2024-01-01,STO,1,Ruang Private 1,26,72
2024-01-01,STO,1,Ruang Private 2,27,194
2024-01-01,STO,1,Ruang Working Space,28,221
2024-01-01,STO,1,Ruang Meeting Big,25,246
2024-01-01,STO,1,Ruang Meeting,25,450
2024-01-01,STO,1,Ruang Loker,30,239
2024-01-01,STO,1,Ruang Pantry Kotor,28,343
2024-01-01,STO,1,Ruang Musholla,32,170
2024-01-01,STO,1,Ruang Lobby,27,311
2024-01-01,STO,1,Ruang Meeting 1,25,364
2024-01-01,STO,1,Ruang Meeting 2,25,258
2024-01-01,STO,1,Ruang Telp,29,247
2024-01-01,STO,1,Ruang Nursery,31,129
2024-01-01,STO,1,Ruang Mushola,31,100
2024-01-01,STO,1,Ruang Kamar mandi,31,296
2024-01-01,STO,1,Ruang Meeting 1 (Koridor),25,325
2024-01-01,STO,1,Ruang Meeting 2 (Koridor),23,454
2024-01-01,STO,1,Lobby,27,317
2024-01-01,STO,1,Workspace,29,116
2024-01-01,STO,1,Pantry Basah,28,318
2024-01-01,STO,1,Kamar Mandi,28,138
2024-01-01,STO,1,Pantry,29,174
2024-01-01,STO,1,Ruang Security,30,147
2024-01-02,WITEL,1,Ruang Satpam,33,57
2024-01-02,WITEL,1,Ruang Workshop,32,162
2024-01-02,WITEL,1,Ruang Gudang,31,338
2024-01-02,WITEL,1,Ruang Pool KBM,31,134
2024-01-02,WITEL,1,Ruang Parkir Motor,34,377
2024-01-02,WITEL,1,Lobby,28,222
2024-01-02,WITEL,1,Ruang SAS,26,149
2024-01-02,WITEL,1,Ruang DBS,27,138
2024-01-02,WITEL,1,Ruang Pantry DBS,29,334
2024-01-02,WITEL,1,Ruang P3K,28,194
2024-01-02,WITEL,1,Ruang P2Tel,27,244
2024-01-02,WITEL,1,Ruang Indibizz,32,148
2024-01-02,WITEL,2,Ruang Lobby,26,356
2024-01-02,WITEL,2,Ruang DGM,23,395
2024-01-02,WITEL,2,Ruang GM,23,319
2024-01-02,WITEL,2,Ruang Rapat Kecil,25,436
2024-01-02,WITEL,2,Ruang Tamu,26,201
2024-01-02,WITEL,2,Ruang Rapat Besar,26,361
2024-01-02,WITEL,2,Ruang Makan,28,134
2024-01-02,WITEL,2,Ruang Gen Y Corner,28,175
2024-01-02,WITEL,3,Ruang Digital LAB,32,317
2024-01-02,WITEL,3,Ruang HR,29,193
2024-01-02,WITEL,3,Ruang CC,24,232
2024-01-02,WITEL,3,Ruang Manager CC,25,410
2024-01-02,WITEL,3,Ruang Rapat CC,25,378
2024-01-02,WITEL,3,Ruang Rapat HR,26,149
2024-01-02,WITEL,3,Ruang Koridor,28,230
2024-01-02,WITEL,4,Ruang Arnet,27,207
2024-01-02,WITEL,4,Ruang HR,32,302
2024-01-02,WITEL,4,Ruang BigBox,29,160
2024-01-02,WITEL,4,Ruang Rapat Arnet,22,531
2024-01-02,WITEL,4,Ruang Manager Arnet,26,405
2024-01-02,WITEL,5,Pantry,29,377
2024-01-02,WITEL,5,Ruang Manager GS,21,226
2024-01-02,WITEL,5,Ruang Manager,26,274
2024-01-02,WITEL,5,Ruang Istirahat,30,209
2024-01-02,WITEL,5,Ruang Kopeg Tel,27,236
2024-01-02,WITEL,5,Ruang Rapat,25,408
2024-01-02,WITEL,5,Working Space,29,250
2024-01-02,WITEL,5,Toilet Cowo,29,62
2024-01-02,WITEL,5,Toilet Cewe,30,237
2024-01-02,WITEL,5,Koridor,27,65
2024-01-02,WITEL,6,Koridor IDO,27,148
2024-01-02,WITEL,6,Toilet cewe,29,264
2024-01-02,WITEL,6,Working Space,29,246
2024-01-02,WITEL,6,Ruang Meeting Segi,25,544
2024-01-02,WITEL,6,Loker pria,27,285
2024-01-02,WITEL,6,Loker wanita,28,240
2024-01-02,WITEL,6,Gudang konsumsi,29,179
2024-01-02,WITEL,6,Ruang SL,28,78
2024-01-02,WITEL,6,R. Meeting Internal,23,200
2024-01-02,WITEL,6,R. Pantry,29,212
2024-01-02,WITEL,7,Koridor Agree,30,164
2024-01-02,WITEL,7,Kamar mandi pria,28,76
2024-01-02,WITEL,7,Dapur,28,209
2024-01-02,WITEL,7,Lobby,24,220
2024-01-02,WITEL,7,Ruang Meeting 1,23,315
2024-01-02,WITEL,7,Ruang Meeting 2,25,224
2024-01-02,WITEL,7,Pantry,29,250
2024-01-02,WITEL,7,Ruang Nursery,32,90
2024-01-02,WITEL,7,Kamar mandi wanita,30,213
2024-01-02,WITEL,7,Working Space,27,173
2024-01-02,WITEL,7,Ruang SL,30,170
2024-01-02,WITEL,7,Ruang deputi,31,83
2024-01-02,WITEL,7,Ruang SL Agree,30,280
2024-01-02,WITEL,7,Ruang meeting 3,24,214
2024-01-02,WITEL,7,Ruang meeting 4,24,247
2024-01-02,WITEL,8,AULA,28,86
2024-01-02,WITEL,8,Operator,27,127
2024-01-02,WITEL,8,Fitness,31,237
2024-01-02,WITEL,8,Toilet perempuan,30,148
2024-01-02,WITEL,8,Toilet Pria,29,234
2024-01-02,OPMC,2,Ruang Warroom,29,104
2024-01-02,OPMC,2,Ruang Fosikatel,28,236
2024-01-02,OPMC,2,Ruang Bussiness Service,28,308
2024-01-02,OPMC,2,Ruang WAN,27,86
2024-01-02,OPMC,3,Masjid,28,101
2024-01-02,OPMC,3,Tempat Wudhu Pria,28,158
2024-01-02,OPMC,3,Tempat Wudhu Wanita,27,186
2024-01-02,OPMC,5,Mushola,32,112
2024-01-02,OPMC,5,Working Space,32,305
2024-01-02,OPMC,5,Pantry Optima,28,242
2024-01-02,OPMC,5,Ruang Evakuasi,32,219
2024-01-02,OPMC,5,R. Manager Damam,21,311
2024-01-02,OPMC,5,Rapat Damam,23,338
2024-01-02,OPMC,5,Ruang Manager 1,21,190
2024-01-02,OPMC,5,Ruang Manager 2,21,261
2024-01-02,OPMC,6,Koridor DOA,28,108
2024-01-02,OPMC,6,Ruang Meeting luar,23,186
2024-01-02,OPMC,6,Ruang Health,32,195
2024-01-02,OPMC,6,Ruang Agriculture,28,262
2024-01-02,OPMC,6,Ruang Education,30,185
2024-01-02,OPMC,6,Ruang IoT,28,319
2024-01-02,OPMC,6,Pantry,30,242
2024-01-02,OPMC,6,Working Space,32,93
2024-01-02,OPMC,6,Ruang Big data dan AI,31,249
2024-01-02,OPMC,6,Ruang DCC,27,229
2024-01-02,OPMC,6,Koridor luar,27,148
2024-01-02,OPMC,6,Ruang SL,30,190
2024-01-02,STO,1,Ruang RIM 1,31,210
2024-01-02,STO,1,Ruang RIM 2,29,172
2024-01-02,STO,1,Ruang Staf Optik,28,250
2024-01-02,STO,1,Ruang ME,27,268
2024-01-02,STO,1,Ruang CME,29,294
2024-01-02,STO,1,Ruang Manager CME,20,398
2024-01-02,STO,1,Ruang FTM,28,157
2024-01-02,STO,1,Ruang Toilet,30,237
2024-01-02,STO,1,Ruang Maintenance,31,112
2024-01-02,STO,1,Ruang Istirahat Maintenance,28,202
2024-01-02,STO,1,"Ruang Toilet Lk=A, Pr=B",29,285
2024-01-02,STO,1,Ruang CCAN,21,316
2024-01-02,STO,1,Ruang Istirahat CCAN,31,115
2024-01-02,STO,1,Ruang Workshop,31,103
2024-01-02,STO,1,Ruang Manager,24,344
2024-01-02,STO,1,Ruang Hero,30,184
2024-01-02,STO,1,Ruang Istirahat Hero,28,177
2024-01-02,STO,1,Ruang Kopektel,30,176
2024-01-02,STO,1,Ruang Workspace,32,139
2024-01-02,STO,1,Ruang Pantry,29,244
2024-01-02,STO,1,Ruang Lobby DBT,28,393
2024-01-02,STO,1,Ruang Workshop 1,30,305
2024-01-02,STO,1,Ruang Workshop 2,27,226
2024-01-02,STO,1,Ruang Gudang,29,291
2024-01-02,STO,1,Ruang Private 1,32,151
2024-01-02,STO,1,Ruang Private 2,32,230
2024-01-02,STO,1,Ruang Working Space,32,276
2024-01-02,STO,1,Ruang Meeting Big,24,283
2024-01-02,STO,1,Ruang Meeting,23,428
2024-01-02,STO,1,Ruang Loker,28,183
2024-01-02,STO,1,Ruang Pantry Kotor,30,237
2024-01-02,STO,1,Ruang Musholla,30,163
2024-01-02,STO,1,Ruang Lobby,26,196
2024-01-02,STO,1,Ruang Meeting 1,24,376
2024-01-02,STO,1,Ruang Meeting 2,24,408
2024-01-02,STO,1,Ruang Telp,26,201
2024-01-02,STO,1,Ruang Nursery,32,121
2024-01-02,STO,1,Ruang Mushola,27,300
2024-01-02,STO,1,Ruang Kamar mandi,29,120
2024-01-02,STO,1,Ruang Meeting 1 (Koridor),23,483
2024-01-02,STO,1,Ruang Meeting 2 (Koridor),23,191
2024-01-02,STO,1,Lobby,26,241
2024-01-02,STO,1,Workspace,29,199
2024-01-02,STO,1,Pantry Basah,28,249
2024-01-02,STO,1,Kamar Mandi,28,314
2024-01-02,STO,1,Pantry,28,255
2024-01-02,STO,1,Ruang Security,29,71
2024-01-03,WITEL,1,Ruang Satpam,33,398
2024-01-03,WITEL,1,Ruang Workshop,27,163
2024-01-03,WITEL,1,Ruang Gudang,26,151
2024-01-03,WITEL,1,Ruang Pool KBM,27,204
2024-01-03,WITEL,1,Ruang Parkir Motor,29,218
2024-01-03,WITEL,1,Lobby,28,356
2024-01-03,WITEL,1,Ruang SAS,30,120
2024-01-03,WITEL,1,Ruang DBS,31,61
2024-01-03,WITEL,1,Ruang Pantry DBS,28,172
2024-01-03,WITEL,1,Ruang P3K,30,224
2024-01-03,WITEL,1,Ruang P2Tel,31,144
2024-01-03,WITEL,1,Ruang Indibizz,28,195
2024-01-03,WITEL,2,Ruang Lobby,27,287
2024-01-03,WITEL,2,Ruang DGM,22,268
2024-01-03,WITEL,2,Ruang GM,24,222
2024-01-03,WITEL,2,Ruang Rapat Kecil,24,541
2024-01-03,WITEL,2,Ruang Tamu,29,81
2024-01-03,WITEL,2,Ruang Rapat Besar,24,390
2024-01-03,WITEL,2,Ruang Makan,27,315
2024-01-03,WITEL,2,Ruang Gen Y Corner,29,112
2024-01-03,WITEL,3,Ruang Digital LAB,26,245
2024-01-03,WITEL,3,Ruang HR,30,160
2024-01-03,WITEL,3,Ruang CC,24,328
2024-01-03,WITEL,3,Ruang Manager CC,19,224
2024-01-03,WITEL,3,Ruang Rapat CC,26,411
2024-01-03,WITEL,3,Ruang Rapat HR,25,286
2024-01-03,WITEL,3,Ruang Koridor,28,140
2024-01-03,WITEL,4,Ruang Arnet,26,157
2024-01-03,WITEL,4,Ruang HR,27,195
2024-01-03,WITEL,4,Ruang BigBox,28,143
2024-01-03,WITEL,4,Ruang Rapat Arnet,25,297
2024-01-03,WITEL,4,Ruang Manager Arnet,22,360
2024-01-03,WITEL,5,Pantry,29,185
2024-01-03,WITEL,5,Ruang Manager GS,21,254
2024-01-03,WITEL,5,Ruang Manager,23,283
2024-01-03,WITEL,5,Ruang Istirahat,31,79
2024-01-03,WITEL,5,Ruang Kopeg Tel,30,218
2024-01-03,WITEL,5,Ruang Rapat,24,303
2024-01-03,WITEL,5,Working Space,31,216
2024-01-03,WITEL,5,Toilet Cowo,29,119
2024-01-03,WITEL,5,Toilet Cewe,31,155
2024-01-03,WITEL,5,Koridor,28,123
2024-01-03,WITEL,6,Koridor IDO,30,204
2024-01-03,WITEL,6,Toilet cewe,30,267
2024-01-03,WITEL,6,Working Space,28,170
2024-01-03,WITEL,6,Ruang Meeting Segi,26,483
2024-01-03,WITEL,6,Loker pria,30,253
2024-01-03,WITEL,6,Loker wanita,30,236
2024-01-03,WITEL,6,Gudang konsumsi,30,202
2024-01-03,WITEL,6,Ruang SL,32,286
2024-01-03,WITEL,6,R. Meeting Internal,26,474
2024-01-03,WITEL,6,R. Pantry,30,215
2024-01-03,WITEL,7,Koridor Agree,27,70
2024-01-03,WITEL,7,Kamar mandi pria,30,177
2024-01-03,WITEL,7,Dapur,27,251
2024-01-03,WITEL,7,Lobby,27,276
2024-01-03,WITEL,7,Ruang Meeting 1,26,381
2024-01-03,WITEL,7,Ruang Meeting 2,22,454
2024-01-03,WITEL,7,Pantry,30,323
2024-01-03,WITEL,7,Ruang Nursery,31,285
2024-01-03,WITEL,7,Kamar mandi wanita,30,166
2024-01-03,WITEL,7,Working Space,30,323
2024-01-03,WITEL,7,Ruang SL,31,176
2024-01-03,WITEL,7,Ruang deputi,31,109
2024-01-03,WITEL,7,Ruang SL Agree,28,137
2024-01-03,WITEL,7,Ruang meeting 3,23,147
2024-01-03,WITEL,7,Ruang meeting 4,26,327
2024-01-03,WITEL,8,AULA,30,189
2024-01-03,WITEL,8,Operator,31,110
2024-01-03,WITEL,8,Fitness,31,286
2024-01-03,WITEL,8,Toilet perempuan,30,166
2024-01-03,WITEL,8,Toilet Pria,28,302
2024-01-03,OPMC,2,Ruang Warroom,30,176
2024-01-03,OPMC,2,Ruang Fosikatel,27,113
2024-01-03,OPMC,2,Ruang Bussiness Service,31,126
2024-01-03,OPMC,2,Ruang WAN,32,320
2024-01-03,OPMC,3,Masjid,32,124
2024-01-03,OPMC,3,Tempat Wudhu Pria,30,199
2024-01-03,OPMC,3,Tempat Wudhu Wanita,30,102
2024-01-03,OPMC,5,Mushola,29,227
2024-01-03,OPMC,5,Working Space,27,252
2024-01-03,OPMC,5,Pantry Optima,27,379
2024-01-03,OPMC,5,Ruang Evakuasi,31,277
2024-01-03,OPMC,5,R. Manager Damam,23,163
2024-01-03,OPMC,5,Rapat Damam,24,298
2024-01-03,OPMC,5,Ruang Manager 1,23,142
2024-01-03,OPMC,5,Ruang Manager 2,24,204
2024-01-03,OPMC,6,Koridor DOA,28,157
2024-01-03,OPMC,6,Ruang Meeting luar,25,326
2024-01-03,OPMC,6,Ruang Health,29,191
2024-01-03,OPMC,6,Ruang Agriculture,31,267
2024-01-03,OPMC,6,Ruang Education,31,275
2024-01-03,OPMC,6,Ruang IoT,30,248
2024-01-03,OPMC,6,Pantry,29,262
2024-01-03,OPMC,6,Working Space,31,138
2024-01-03,OPMC,6,Ruang Big data dan AI,27,191
2024-01-03,OPMC,6,Ruang DCC,27,297
2024-01-03,OPMC,6,Koridor luar,28,79
2024-01-03,OPMC,6,Ruang SL,30,309
2024-01-03,STO,1,Ruang RIM 1,28,231
2024-01-03,STO,1,Ruang RIM 2,31,147
2024-01-03,STO,1,Ruang Staf Optik,29,277
2024-01-03,STO,1,Ruang ME,30,247
2024-01-03,STO,1,Ruang CME,32,194
2024-01-03,STO,1,Ruang Manager CME,21,284
2024-01-03,STO,1,Ruang FTM,30,181
2024-01-03,STO,1,Ruang Toilet,27,319
2024-01-03,STO,1,Ruang Maintenance,32,213
2024-01-03,STO,1,Ruang Istirahat Maintenance,31,57
2024-01-03,STO,1,"Ruang Toilet Lk=A, Pr=B",28,215
2024-01-03,STO,1,Ruang CCAN,24,239
2024-01-03,STO,1,Ruang Istirahat CCAN,32,180
2024-01-03,STO,1,Ruang Workshop,27,278
2024-01-03,STO,1,Ruang Manager,21,189
2024-01-03,STO,1,Ruang Hero,30,200
2024-01-03,STO,1,Ruang Istirahat Hero,27,231
2024-01-03,STO,1,Ruang Kopektel,29,217
2024-01-03,STO,1,Ruang Workspace,28,288
2024-01-03,STO,1,Ruang Pantry,30,206
2024-01-03,STO,1,Ruang Lobby DBT,24,317
2024-01-03,STO,1,Ruang Workshop 1,31,241
2024-01-03,STO,1,Ruang Workshop 2,27,301
2024-01-03,STO,1,Ruang Gudang,31,295
2024-01-03,STO,1,Ruang Private 1,30,80
2024-01-03,STO,1,Ruang Private 2,32,253
2024-01-03,STO,1,Ruang Working Space,29,86
2024-01-03,STO,1,Ruang Meeting Big,25,309
2024-01-03,STO,1,Ruang Meeting,24,212
2024-01-03,STO,1,Ruang Loker,28,241
2024-01-03,STO,1,Ruang Pantry Kotor,28,159
2024-01-03,STO,1,Ruang Musholla,28,206
2024-01-03,STO,1,Ruang Lobby,25,375
2024-01-03,STO,1,Ruang Meeting 1,25,193
2024-01-03,STO,1,Ruang Meeting 2,23,318
2024-01-03,STO,1,Ruang Telp,27,212
2024-01-03,STO,1,Ruang Nursery,30,163
2024-01-03,STO,1,Ruang Mushola,28,162
2024-01-03,STO,1,Ruang Kamar mandi,29,45
2024-01-03,STO,1,Ruang Meeting 1 (Koridor),24,236
2024-01-03,STO,1,Ruang Meeting 2 (Koridor),25,446
2024-01-03,STO,1,Lobby,25,235
2024-01-03,STO,1,Workspace,30,150
2024-01-03,STO,1,Pantry Basah,27,302
2024-01-03,STO,1,Kamar Mandi,31,267
2024-01-03,STO,1,Pantry,28,280
2024-01-03,STO,1,Ruang Security,31,241
2024-01-04,WITEL,1,Ruang Satpam,31,439
2024-01-04,WITEL,1,Ruang Workshop,31,72
2024-01-04,WITEL,1,Ruang Gudang,28,169
2024-01-04,WITEL,1,Ruang Pool KBM,27,279
2024-01-04,WITEL,1,Ruang Parkir Motor,29,540
2024-01-04,WITEL,1,Lobby,26,333
2024-01-04,WITEL,1,Ruang SAS,28,347
2024-01-04,WITEL,1,Ruang DBS,30,158
2024-01-04,WITEL,1,Ruang Pantry DBS,27,180
2024-01-04,WITEL,1,Ruang P3K,29,296
2024-01-04,WITEL,1,Ruang P2Tel,31,170
2024-01-04,WITEL,1,Ruang Indibizz,28,252
2024-01-04,WITEL,2,Ruang Lobby,28,310
2024-01-04,WITEL,2,Ruang DGM,24,309
2024-01-04,WITEL,2,Ruang GM,25,233
2024-01-04,WITEL,2,Ruang Rapat Kecil,25,489
2024-01-04,WITEL,2,Ruang Tamu,30,250
2024-01-04,WITEL,2,Ruang Rapat Besar,23,486
2024-01-04,WITEL,2,Ruang Makan,27,195
2024-01-04,WITEL,2,Ruang Gen Y Corner,27,270
2024-01-04,WITEL,3,Ruang Digital LAB,28,269
2024-01-04,WITEL,3,Ruang HR,29,181
2024-01-04,WITEL,3,Ruang CC,20,295
2024-01-04,WITEL,3,Ruang Manager CC,21,297
2024-01-04,WITEL,3,Ruang Rapat CC,25,275
2024-01-04,WITEL,3,Ruang Rapat HR,24,225
2024-01-04,WITEL,3,Ruang Koridor,27,136
2024-01-04,WITEL,4,Ruang Arnet,31,161
2024-01-04,WITEL,4,Ruang HR,30,208
2024-01-04,WITEL,4,Ruang BigBox,27,131
2024-01-04,WITEL,4,Ruang Rapat Arnet,25,390
2024-01-04,WITEL,4,Ruang Manager Arnet,25,333
2024-01-04,WITEL,5,Pantry,28,194
2024-01-04,WITEL,5,Ruang Manager GS,20,326
2024-01-04,WITEL,5,Ruang Manager,19,176
2024-01-04,WITEL,5,Ruang Istirahat,32,164
2024-01-04,WITEL,5,Ruang Kopeg Tel,26,178
2024-01-04,WITEL,5,Ruang Rapat,26,227
2024-01-04,WITEL,5,Working Space,30,269
2024-01-04,WITEL,5,Toilet Cowo,29,204
2024-01-04,WITEL,5,Toilet Cewe,28,67
2024-01-04,WITEL,5,Koridor,29,138
2024-01-04,WITEL,6,Koridor IDO,30,127
2024-01-04,WITEL,6,Toilet cewe,29,239
2024-01-04,WITEL,6,Working Space,30,312
2024-01-04,WITEL,6,Ruang Meeting Segi,25,376
2024-01-04,WITEL,6,Loker pria,31,167
2024-01-04,WITEL,6,Loker wanita,32,256
2024-01-04,WITEL,6,Gudang konsumsi,27,221
2024-01-04,WITEL,6,Ruang SL,30,137
2024-01-04,WITEL,6,R. Meeting Internal,26,246
2024-01-04,WITEL,6,R. Pantry,28,359
2024-01-04,WITEL,7,Koridor Agree,28,212
2024-01-04,WITEL,7,Kamar mandi pria,29,169
2024-01-04,WITEL,7,Dapur,30,344
2024-01-04,WITEL,7,Lobby,26,326
2024-01-04,WITEL,7,Ruang Meeting 1,24,165
2024-01-04,WITEL,7,Ruang Meeting 2,24,346
2024-01-04,WITEL,7,Pantry,28,241
2024-01-04,WITEL,7,Ruang Nursery,28,103
2024-01-04,WITEL,7,Kamar mandi wanita,30,239
2024-01-04,WITEL,7,Working Space,29,212
2024-01-04,WITEL,7,Ruang SL,29,148
2024-01-04,WITEL,7,Ruang deputi,28,166
2024-01-04,WITEL,7,Ruang SL Agree,30,218
2024-01-04,WITEL,7,Ruang meeting 3,25,503
2024-01-04,WITEL,7,Ruang meeting 4,26,156
2024-01-04,WITEL,8,AULA,26,269
2024-01-04,WITEL,8,Operator,28,241
2024-01-04,WITEL,8,Fitness,32,130
2024-01-04,WITEL,8,Toilet perempuan,29,115
2024-01-04,WITEL,8,Toilet Pria,28,261
2024-01-04,OPMC,2,Ruang Warroom,28,244
2024-01-04,OPMC,2,Ruang Fosikatel,28,145
2024-01-04,OPMC,2,Ruang Bussiness Service,27,204
2024-01-04,OPMC,2,Ruang WAN,29,202
2024-01-04,OPMC,3,Masjid,30,198
2024-01-04,OPMC,3,Tempat Wudhu Pria,29,262
2024-01-04,OPMC,3,Tempat Wudhu Wanita,27,264
2024-01-04,OPMC,5,Mushola,30,302
2024-01-04,OPMC,5,Working Space,28,154
2024-01-04,OPMC,5,Pantry Optima,28,366
2024-01-04,OPMC,5,Ruang Evakuasi,28,175
2024-01-04,OPMC,5,R. Manager Damam,21,348
2024-01-04,OPMC,5,Rapat Damam,25,228
2024-01-04,OPMC,5,Ruang Manager 1,22,263
